"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Коммерческая категория";"Объем товара, л";"Объемный вес, кг";"Доступно на складе Ozon, шт";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно на моих складах, шт";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, руб.";"Цена до скидки (перечеркнутая цена), руб.";"Цена Premium, руб.";"Рыночная цена, руб.";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"897635";"259537356";"543508811";"543508810";"2021958584396";"Переходник Mini DisplayPort - DVI-D";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-04-03 13:42:39";"Видео кабели и переходники";"'0.00";"'0.0";"16";"0";"0";"0";"0";"990.00";"1190.00";;;;"0%"
"wb748740";"259538302";"543511566";"543511567";"2021958584389";"Антивибрационные подставки";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-04-03 13:49:38";"Антивибрационные подставки для стиральных машин";"'0.00";"'0.0";"60";"0";"0";"27";"0";"370.00";"535.00";;;;"0%"
"665430324";"259539108";"543513474";"543513475";"2021958584372";"Переходник DVI-I мама/VGA папа";"12.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-04-03 13:55:09";"Видео кабели и переходники";"'0.00";"'0.0";"0";"0";"0";"0";"0";"290.00";"390.00";;;;"0%"
"47652340";"259539468";"543514843";"543514842";"2021958584365";"Адаптер OTG  Micro USB / Type-C ";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-04-03 13:59:21";"Видео кабели и переходники";"'0.00";"'0.0";"4";"0";"0";"0";"0";"290.00";"390.00";;;;"0%"
"05646457";"259539986";"543516312";"543516313";"2021958584358";"Пилотка вооруженных сил СССР";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-04-03 14:03:30";"Карнавальные аксессуары";"'0.00";"'0.0";"12";"0";"0";"0";"0";"990.00";"1190.00";;;;"0%"
"5465429";"259540496";"543517846";"543517847";"2021958584341";"Ethernet кабель lan  Cat 6e - 5 метров";"0";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-04-03 14:09:59";"Видео кабели и переходники";"'0.00";"'0.0";"0";"0";"0";"0";"0";"390.00";"490.00";;;;"0%"
"74645910";"260118312";"544432546";"544432545";"2021958584259";"Тестер для воды, ТДС метр, (солемер), измеритель жесткости воды ";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-04-04 17:00:48";"Тестер воды";"'0.00";"'0.0";"4";"0";"0";"0";"0";"990.00";"1190.00";;;;"0%"
"z007706";"260130047";"544450398";"544450397";"2021958584228";"Брелок Измерительная рулетка 1м";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-04-04 17:07:11";"Рулетка измерительная, мерная лента";"'0.00";"'0.0";"0";"0";"0";"31";"0";"372.00";"502.00";;;;"0%"
"7546430asdsdasdfefwe3f3";"275091661";"567428978";"567428979";"2029551012629";"Насадка на палец для стимуляции точки G";"У товаров этой категории нет контент-рейтинга";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-04-24 11:26:18";"Насадки на палец и язык 18+";"'0.01";"'0.0";"0";"0";"0";"0";"0";"290.00";"390.00";;;;"0%"
"345891";"281020305";"574696639";"574696638";"2001272255004";"Вантуз Гармошка";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 08:15:24";"Вантуз, трос сантехнический";"'0.00";"'0.0";"5";"0";"0";"49";"0";"357.00";"502.00";;"260.00";"https://market.yandex.ru/product--/101766432671/?sku=101766432671";"0%"
"z338115C4p2";"281022769";"574733265";"574733266";"2005575993007";"Ложка для солений Хохлома, 40см/с узорами";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 08:24:17";"Ложка, вилка для салата";"'0.00";"'0.0";"0";"0";"0";"24";"0";"384.00";"519.00";;;;"0%"
"342810B1p2";"281023618";"574707654";"574707653";"2019208742009";"Термопаяльный карандаш";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 08:26:55";"Паяльник";"'0.00";"'0.0";"22";"0";"0";"21";"0";"372.00";"502.00";;;;"0%"
"334947C4p1";"281040805";"574771810";"574771811";"2007634196008";"Деревянная ложка для мёда";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:06:26";"Ложка кулинарная";"'0.01";"'0.0";"4";"0";"0";"17";"0";"378.00";"510.00";;;;"0%"
"z003312B6p3";"281044198";"574750897";"574750900";"2009844729007";"Компас 4.5см для походов";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:14:40";"Компас";"'0.00";"'0.0";"0";"0";"0";"69";"0";"362.00";"517.00";;;;"0%"
"z009067B7p3";"281049324";"575012238";"575012239";"2001021161006";"Цепочка с карабином и кольцом, 35 см";"30";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:26:12";"Бижу цепочка на джинсы";"'0.11";"'0.1";"32";"0";"0";"27";"0";"367.00";"495.00";;;;"0%"
"z009068B7p3";"281050813";"575012110";"575012111";"2001021236001";"Цепочка с карабином и кольцом, 60 см";"30";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:29:47";"Бижу цепочка на джинсы";"'0.11";"'0.1";"3";"0";"0";"189";"0";"390.00";"517.00";;;;"0%"
"KKKa0120065";"281054190";"574763199";"574763198";"2002463110157";"Переходник Скарт штекер 3 RCA+ S-VIDEO";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:37:47";"Видео кабели и переходники";"'0.01";"'0.0";"0";"0";"0";"525";"0";"392.00";"531.00";;;;"0%"
"kkk346022";"281055535";"574769947";"574769946";"2002894277405";"Свисток желтый";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:40:14";"Манок";"'0.00";"'0.0";"4";"0";"0";"86";"0";"357.00";"504.00";;;;"0%"
"kkk346023";"281066042";"574773264";"574773265";"2002666531001";"Свисток черный";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:48:45";"Манок";"'0.00";"'0.0";"0";"0";"0";"98";"0";"357.00";"504.00";;;;"0%"
"WB442212";"281068524";"574772589";"574772588";"2016896702001";"Органайзер для хранения мелких вещей";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:53:06";"Стаканчик, органайзер для канц. принадлежностей";"'0.00";"'0.0";"0";"0";"0";"27";"0";"489.00";"734.00";;"364.00";"https://market.yandex.ru/product--/101766657175/?sku=101766657175";"0%"
"333198E3p2";"281068994";"574778383";"574778384";"2004325876195";"Светящаяся наклейка на стену Луна, 20см";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 09:55:38";"Наклейка декоративная-интерьерная";"'0.00";"'0.0";"1";"0";"0";"103";"0";"427.00";"543.00";;"441.00";"https://market.yandex.ru/product--/101766599886/?sku=101766599886";"0%"
"342593B7p2";"281075488";"575008850";"575008849";"2005579778006";"Счетчики механический кликер";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:14:10";"Счетчик механический";"'0.44";"'0.1";"0";"0";"0";"126";"0";"456.00";"666.00";;;;"0%"
"344481";"281081371";"574793235";"574793236";"2001943939004";"Рассекатель для газовой плиты";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:21:18";"Рассекатель, накладка на решетку газовой плиты";"'0.00";"'0.0";"5";"0";"0";"31";"0";"357.00";"532.00";;;;"0%"
"z014825E1p5";"281085419";"574800685";"574800686";"2011528553006";"Грим для лица";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:29:41";"Колпак, грим, маска новогодние";"'0.00";"'0.0";"0";"0";"0";"55";"0";"427.00";"532.00";;;;"0%"
"Wb790123";"281086467";"574801649";"574801648";"2021854182009";"Аккумуляторная батарейка 18650 3.7V, 8800mah";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:32:28";"Типовая батарейка";"'0.00";"'0.0";"0";"0";"0";"3";"0";"608.00";"864.00";;;;"0%"
"z013192D9p3";"281086974";"574807969";"574807970";"2001088108006";"Переходник аудио и микрофон на jack 3.5mm";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:34:38";"Видео кабели и переходники";"'0.00";"'0.0";"1";"0";"0";"178";"0";"357.00";"522.00";;"223.00";"https://wildberries.ru/catalog/102092527/detail.aspx";"0%"
"a013194";"281087618";"574805977";"574805976";"2009866378009";"Гель для наклейки защитного стекла с тонкой кистью";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:37:30";"Клей для стекла";"'0.00";"'0.0";"0";"0";"0";"15";"0";"427.00";"555.00";;;;"0%"
"346597";"281090486";"574821695";"574821694";"2022069442001";"Чехол силиконовый для Realme 8 / 8 Pro, черный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:44:57";"Чехол для смартфона";"'0.00";"'0.0";"2";"0";"0";"15";"0";"357.00";"510.00";;;;"0%"
"Wb903122";"281093570";"574814283";"574814282";"2022073467007";"Чехол силиконовый для Samsung Galaxy A03, черный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 10:50:46";"Чехол для смартфона";"'0.00";"'0.0";"5";"0";"0";"15";"0";"357.00";"510.00";;;;"0%"
"z012934F1p2";"281100752";"574828240";"574828239";"2012972431001";"Кабель удлинительный 3.5 mm jack - 3.5 mm jack, 1.5 м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 11:03:08";"Видео кабели и переходники";"'0.00";"'0.0";"0";"0";"0";"19";"0";"357.00";"517.00";;"209.00";"https://wildberries.ru/catalog/102092584/detail.aspx";"0%"
"339209";"281101267";"574829641";"574829640";"2022155741001";"Защитное стекло Full Glue для Xiaomi Redmi 9 / 9T на полный экран, чёрное";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 11:05:28";"Защитное стекло для смартфона";"'0.00";"'0.0";"5";"0";"0";"4";"0";"357.00";"517.00";;;;"0%"
"Lb11347607";"281101580";"574837369";"574837370";"2022170769004";"Защитное стекло Full Glue для Xiaomi Poco M3 на полный экран, чёрное";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 11:06:44";"Защитное стекло для смартфона";"'0.01";"'0.0";"5";"0";"0";"17";"0";"357.00";"517.00";;;;"0%"
"wb826471";"281103758";"574841640";"574841641";"2022169667007";"Чехол силиконовый с защитой камеры для Xiaomi Redmi Note 11 Pro, чёрный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 11:09:37";"Чехол для смартфона";"'0.00";"'0.0";"4";"0";"0";"14";"0";"357.00";"525.00";;;;"0%"
"LP41347079";"281116857";"574866978";"574866979";"2022134626008";"Защитное стекло Full Glue для Samsung Galaxy A71 / М51 / Xiaomi Poco X3 на полный экран, чёрное";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-05-02 11:43:46";"Защитное стекло для смартфона";"'0.01";"'0.0";"5";"0";"0";"19";"0";"357.00";"510.00";;;;"0%"
